,line_text,speaker,temporada,episodio
46865,"Hey, I have a question. Who do you think is really the best salesman in this office?",Jim,Season 8,8x4
46866,"That's a stupid question, obviously mISTER JAMES HALPERT!",Dwight,Season 8,8x4
46873,Erin....the receptionist!,Dwight,Season 8,8x4
46878,Chapter seven: The host should always present something spectacular to draw the eye of his guests.,Jim,Season 8,8x4
46879,"When all this is over, I'd like to actually go to one of Trickington's parties, they sound like a blast.",Dwight,Season 8,8x4
46880,Ladies and Gentlemen! I present to you...the Alamo! [reveals lump of ice],Dwight,Season 8,8x4
46882,"Yeah, she just went down.",Pam,Season 8,8x4
46884,Aww.,Pam,Season 8,8x4
46886,"Yes, after my grandfather.",Pam,Season 8,8x4
46888,"Well I'm having my baby first, so that's that.",Pam,Season 8,8x4
46890,You think your doctor's going to give you a C-section at six months?,Pam,Season 8,8x4
46917,I don't know if I can.,Jim,Season 8,8x5
46920,Alright.,Jim,Season 8,8x5
46921,"I know, I know, I know. But Darryl and Kevin needed a third. They bought me this jersey. I said no. Kevin started crying. So, I am Chris Bosh.",Jim,Season 8,8x5
46924,It's called a costume.,Dwight,Season 8,8x5
46926,"Ryan, will you please tell her who I am?",Dwight,Season 8,8x5
46928,"Has no one here heard of Kerrigan, from Starcraft? Queen of blades? It's all Toby's fault.",Dwight,Season 8,8x5
46933,Yeah.,Pam,Season 8,8x5
46935,"[faxing, Erin watching over her shoulder] What are you doing?",Pam,Season 8,8x5
46937,"Oh. [sends fax, Erin nods] Are you...",Pam,Season 8,8x5
46939,"Oh, Erin...",Pam,Season 8,8x5
46941,"Um, 2?",Pam,Season 8,8x5
46943,"No, I mean, you're doing great, and Andy put you in charge of the whole party, right?",Pam,Season 8,8x5
46945,Yeah.,Pam,Season 8,8x5
46949,"Oh, hey, if you go by the Banshee Pub, tell the Man In Black I say hello.",Pam,Season 8,8x5
46951,"Okay. When I was 22, I worked there and everybody said the place was haunted. I didn't believe it until one day before we opened, I look up into the mirror, you know, behind the bar, and I see this old man dressed all in black, but when I turn around, there's no one there. So, I tell the cook my story...",Pam,Season 8,8x5
46953,"...and he said, That's what everyone sees, that's the Man In Black.",Pam,Season 8,8x5
46954,No! My wife does not believe in ghosts.,Jim,Season 8,8x5
46955,Hey.,Jim,Season 8,8x5
46956,Hey!,Pam,Season 8,8x5
46957,"Oh, this Man In Black thing, what do you think that was about?",Jim,Season 8,8x5
46958,What do you mean?,Pam,Season 8,8x5
46959,"Was it, like, trickery in the lights, or maybe you were so primed to see it, then there it was?",Jim,Season 8,8x5
46960,I saw a ghost.,Pam,Season 8,8x5
46961,"Mmhmm. No, but what I'm saying is, like, do you ever wonder what it was?",Jim,Season 8,8x5
46962,"It was a ghost, I told you this on, like, our first date.",Pam,Season 8,8x5
46963,"Yeah, I had just told you about the day that I met the Blue Angels. I figured you had to top it.",Jim,Season 8,8x5
46964,"I don't know what to tell you, Jim, but I saw a ghost.",Pam,Season 8,8x5
47005,"Yeah, perfectly mediocre.",Dwight,Season 8,8x5
47007,"I'm a Jamaican zombie woman, leave me alone, ghoul.",Dwight,Season 8,8x5
47009,Damnit. I AM Kerrigan from Starcraft! I've been censored.,Dwight,Season 8,8x5
47011,Kerrigan is ruler of the Zerg swarm!,Dwight,Season 8,8x5
47013,"Yeah, but no nipples.",Dwight,Season 8,8x5
47036,[answers phone] Pam Halpert.,Pam,Season 8,8x5
47037,Hey it's Jim Halpert.  I was wondering if you wanted to see a movie tonight.  Because I've read a lot about this really great documentary.,Jim,Season 8,8x5
47038,Is it called Ghostbusters?,Pam,Season 8,8x5
47039,[laughs] It's called Ghostbusters.,Jim,Season 8,8x5
47040,It didn't look like that.,Pam,Season 8,8x5
47041,It didn't have a buster sign around him?  Why don't you draw him?  Why don't we see this whole thing.,Jim,Season 8,8x5
47042,Ok fine I'll draw him. [hangs up phone and draws],Pam,Season 8,8x5
47043,I ain't fraid of no ghost. [Pam holds up drawing of a hand with the middle finger raised] Whoa!,Jim,Season 8,8x5
47044,Mmhmm.  Dwight are you eating a stick?,Pam,Season 8,8x5
47045,It's a root you idiot.,Dwight,Season 8,8x5
47047,That's really rude.  I don't tell you hurricanes suck even though it's true.,Dwight,Season 8,8x5
47049,Try influenza.,Dwight,Season 8,8x5
47051,Open up a newspaper.  Oh look a hurricane's coming.  I suppose you're going to tell me the scariest animal is a shark?,Dwight,Season 8,8x5
47053,You know that's..,Jim,Season 8,8x5
47055,I was talking about my wife and how she believes in ghosts. And then we had a little debate and Meredith said she believes in them too.,Jim,Season 8,8x5
47064,Party looks fun doesn't it?  Everybody seems to be in there having a great time.  So maybe now would be a great time for me to pop back on the computer.,Jim,Season 8,8x5
47066,[to Dwight] Are you serious?,Jim,Season 8,8x5
47067,Yeah I'm serious.,Dwight,Season 8,8x5
47068,That's funny.  Ok.,Jim,Season 8,8x5
47069,Loser.,Dwight,Season 8,8x5
47108,[whispering] Thank you.,Jim,Season 8,8x5
47109,Jim doesn't let me wash his NFL jersey during the playoffs. How is this any less logical?,Pam,Season 8,8x5
47110,"Careful, whoa. First of all, it's not like I think that's going to help the Eagles win.",Jim,Season 8,8x5
47111,Really.,Pam,Season 8,8x5
47112,No. That is just a bunch of people participating in a collective thing that maybe the Eagles will hear about and want to play better. It's not...,Jim,Season 8,8x5
47114,Thank you.,Jim,Season 8,8x5
47115,"Go, get up there right now.",Dwight,Season 8,8x5
47118,"You wanna attack or let them come to us? Your call, B.",Dwight,Season 8,8x5
47121,[laughs] Nice.,Dwight,Season 8,8x5
47123,Got 'em. Go!,Dwight,Season 8,8x5
47136,"Like, a few years down the road, Cece says, 'Mom, there's a ghost in my closet.' Now, you say one of two things - one, 'You're just having a bad dream,' or two, 'Let's go see what it was.'",Jim,Season 8,8x5
47137,"I'm not gonna freak her out, Jim.",Pam,Season 8,8x5
47138,Ok.,Jim,Season 8,8x5
47139,"I'm not gonna lie to her, either.",Pam,Season 8,8x5
47140,"Oh, come on!",Jim,Season 8,8x5
47158,Pink is the red-,Jim,Season 8,8x5
47160,"I was talking about my wife, and how she believes in ghosts. And then we had a little debate. Meredith said she believes in them too.",Jim,Season 8,8x5
47171,"I'm a Jamaican zombie woman. Leave me alone, ghoul.",Dwight,Season 8,8x5
47173,"Uh, I know what it is. Ok? I have like a thousand people over every week to watch it. Ok? We all kinda hate it though.",Dwight,Season 8,8x5
47175,The city of Atlanta.,Dwight,Season 8,8x5
47177,Thank you.,Pam,Season 8,8x5
47179,"Oscar, how are you on that side?",Jim,Season 8,8x5
47180,This isn't about sides. This is about me seeing a blueish gray old man in the mirror and then he vanishes.,Pam,Season 8,8x5
47182,"No, Creed.",Pam,Season 8,8x5
47183,But that would make more sense. [Pam sighs],Jim,Season 8,8x5
47189,[On phone] ...W R K.,Jim,Season 8,8x6
47191,"Uh no it's W R K, as in kitten.  Oh my boss is singing Closing Time, maybe that's what you are hearing.",Jim,Season 8,8x6
47194,Let's see. Andy has been manager for a hundred and five days. Which means I've heard 'Closing Time' a hundred and five times. [nods and shakes head] Still don't know the words. Tah wa Ta way hm hm home and home and home.,Pam,Season 8,8x6
47205,"[runs in and interrupts] Sorry, go ahead.",Dwight,Season 8,8x6
47207,Wha...Yes. Your attention. Uh because.. No that is all. [walks out],Dwight,Season 8,8x6
47208,"Last night I dreamed that the number two was the most valued number in the world. The vice president had all the power. Athletes fought for silver medals. Women were considered the best gender. And stadiums of fans shouted 'We're number two!'. As with all my dreams, I'm guessing it was about my fear of immigrants.",Dwight,Season 8,8x6
47220,"I'm just saying with the NBA lockout I think roller derby's in a really good place now. So, my pitch is, me, Pam, you and, someone else maybe Justine.",Jim,Season 8,8x6
47222,Is that off again?,Jim,Season 8,8x6
47224,Ok.,Jim,Season 8,8x6
47233,"I may have a little solution to our mistakes problem. This is a project I've been working on for quite some time and today, might be the day to use it.",Dwight,Season 8,8x6
47235,"[opens folder] Allow me. You're going to love this. [struggles opening folder] Ugh'should've used a shorter string. Never mind, I know it by heart. It is a system that holds people accountable for everyone else's work.",Dwight,Season 8,8x6
47237,Have I not been worthy of your trust? Have I not been a reliable number two?,Dwight,Season 8,8x6
47239,"Well, I can make this work. I'll set it up right now. Just need your go ahead.",Dwight,Season 8,8x6
47241,I will do my voodoo.,Dwight,Season 8,8x6
47262,The accountability booster. It registers every time a mistake has been made in the office. From a late delivery to an accounting error. Five strikes in a day equals a home run. One home run and you're out.,Dwight,Season 8,8x6
47264,Or in this case an email gets sent to Robert California containing the consultants report from last year. Remember the one that recommended the branch be shutdown? And as a fail-safe also every negative email you've ever written about him to the group will also be forwarded to him.,Dwight,Season 8,8x6
47266,"Robert's favorite songs: Creep by TLC, Creep by Radio Head. You remember that one Jim? There is no way he hasn't strangled at least one stripper. Oscar. He eats his yogurt like he is punishing it for disappointing him. Kelly.",Dwight,Season 8,8x6
47268,P.S. We should should kill him.,Dwight,Season 8,8x6
47269,"Wait, so you installed a doomsday device?",Jim,Season 8,8x6
47270,"No, it's an accountability booster.",Dwight,Season 8,8x6
47271,Which when it goes off it destroys everything. Very similar to a doomsday device.,Jim,Season 8,8x6
47272,"Jim, you're trying to make me sound like some kind of evil maniac. Now the point is that we are now working in an environment where we have accountability to each other. I am confident that you guys are equal to the task.",Dwight,Season 8,8x6
47275,[Everyone angrily disagreeing]Smile'nod. Smile and nod.,Dwight,Season 8,8x6
47276,"They are making me out to be a Bond villian. I like to think of myself as a brilliant scientist who will stop at nothing to remake the world. Like'not Doctor Moreau someone good. Doctor Frankenstein, Doctor Jekyll, not them. Doctor'",Dwight,Season 8,8x6
47278,"But the device will change that. Without a safety net, people will improve.",Dwight,Season 8,8x6
47282,"[alert goes off] Oh, there's one mistake.",Dwight,Season 8,8x6
47285,"It's not a doomsday device, gosh. [Erin makes red strike on desk] We can do this you guys.",Dwight,Season 8,8x6
47307,"Well, I wouldn't say that. Three mistakes already is pretty terrible, but I do see improvement. Meredith kept someone on hold for thirty minutes and now look she's hard at work. [Meredith gives dwight the finger]",Dwight,Season 8,8x6
47308,"Dwight, question.",Jim,Season 8,8x6
47309,No questions.,Dwight,Season 8,8x6
47310,If this doomsday device goes off...,Jim,Season 8,8x6
47311,Accountability booster.,Dwight,Season 8,8x6
47312,If this bad idea goes off and we all lose our jobs. Are you going to feel good about that?,Jim,Season 8,8x6
47313,I haven't even considered it. That's how sure I am that this accountability booster is going to work.,Dwight,Season 8,8x6
47316,Ok.,Jim,Season 8,8x6
47317,How about Scrantonstrangler666.,Dwight,Season 8,8x6
47318,Nope.,Jim,Season 8,8x6
47319,"No. Oh shoot. Ha ha ha'You guys are never gonna shut down the machine, ok? But I appreciate your energy and your team work. If you applied this to your regular work, You won't even notice that the device is there, watching you ready to strike.",Dwight,Season 8,8x6
47321,Hmm'Heda. [alert] No.,Jim,Season 8,8x6
47342,Really?,Dwight,Season 8,8x6
47344,It goes out automatically at five P.M.,Dwight,Season 8,8x6
47346,"Well, I would have to enter my password in order to cancel it.",Dwight,Season 8,8x6
47348,No.,Dwight,Season 8,8x6
47350,You don't deserve to have this branch. Five mistakes in less than a day.,Dwight,Season 8,8x6
47352,"No you didn't, Phyllis. You complained the whole time. You yelled at me. You tried to break into the machine. [everyone interjects] What?!",Dwight,Season 8,8x6
47354,"Hey, you can't just change the rules because you don't like the outcome. What about you, Kevin? What about you and your fake task? Can you tell me now where paper comes from?",Dwight,Season 8,8x6
47356,"Ha. Ok, alright. Andy back me up here, please.",Dwight,Season 8,8x6
47358,What?,Dwight,Season 8,8x6
47362,Good luck finding a new job idiots. I'll make sure to write you a glowing reference. Glowingly negative.,Dwight,Season 8,8x6
47364,I bet he went home.,Pam,Season 8,8x6
47371,"Ok, where is he?",Jim,Season 8,8x6
47373,I'll try both.,Jim,Season 8,8x6
47374,[digging] Oh. Come to reason with me?,Dwight,Season 8,8x6
47376,Get lost.,Dwight,Season 8,8x6
47378,What are you doing?,Pam,Season 8,8x6
47379,What does it look like I'm doing? Digging a grave for a horse.,Dwight,Season 8,8x6
47380,Uhm.,Pam,Season 8,8x6
47382,"Yeah, do you need a hand? [everyone joins in]",Pam,Season 8,8x6
47383,"If you hit another horse, you've dug to far.",Dwight,Season 8,8x6
47385,Robert.,Jim,Season 8,8x6
47387,"Yeah, well, you know just had a meeting. Squash meeting.",Jim,Season 8,8x6
47389,You up for a game?,Jim,Season 8,8x6
47391,Exactly. Here we go. Let's do it.,Jim,Season 8,8x6
47392,"Are you okay, Kevin? [Kevin gives thumbs down]",Pam,Season 8,8x6
47394,In. I'm hungry.,Dwight,Season 8,8x6
47395,"Uh, could we come in too? Just for some water.",Pam,Season 8,8x6
47396,"Okay. Take off your shoes. Except you Kevin, they stay on.",Dwight,Season 8,8x6
47397,"Oh, wow. I forgot how pretty your house is.",Pam,Season 8,8x6
47398,"This is the new addition, built my Erasmus Schrute in 1808. It doubled as a tuberculosis recovery room until 2009.",Dwight,Season 8,8x6
47411,Alright. Serving. Serving. Serving. Serving.,Jim,Season 8,8x6
47413,In the box. [hits it straight into the floor],Jim,Season 8,8x6
47420,"Oh, haha. Oh well. Pobody's nerfect, right?",Pam,Season 8,8x6
47421,"Did you just have a stroke, Pam? It's 'Nobody's perfect.' Nice stroke, Pam.",Dwight,Season 8,8x6
47422,"No. It's a jokey saying. Pobody's nerfect, like I can't even say those words right. Ha.",Pam,Season 8,8x6
47423,"I hadn't heard that before, that's, that's funny.",Dwight,Season 8,8x6
47425,You know what would go so great with this cabbage pie? Milk.,Pam,Season 8,8x6
47426,Any specific animal?,Dwight,Season 8,8x6
47427,I'm thinking cow-,Pam,Season 8,8x6
47428,Don't say cow- Ugh.,Dwight,Season 8,8x6
47430,"Just don't talk about the email, okay? He's gonna cancel it on his own, I really think he will.",Pam,Season 8,8x6
47432,Just trust me.,Pam,Season 8,8x6
47434,I got this.,Pam,Season 8,8x6
47436,"Hahhh, thanks for everything.",Pam,Season 8,8x6
47437,"Sive drafely. [Pam points back at him, smiling]",Dwight,Season 8,8x6
47439,[a text tone goes off] Is that my phone?,Jim,Season 8,8x6
47441,"Nah, I think it's mine. Lemme just check real quick, here. Alright.",Jim,Season 8,8x6
47443,"Oh, oh yeah.",Jim,Season 8,8x6
47445,Yes. Right now? Yes.,Jim,Season 8,8x6
47447,Here you go. [throws it over glass],Jim,Season 8,8x6
47450,"Awww, sorry. Did it break?",Jim,Season 8,8x6
47452,You sure?,Jim,Season 8,8x6
47454,What kinda iPhone is that?,Jim,Season 8,8x6
47456,Oh yeah. I have the one that nobody has. Is there anything interesting?,Jim,Season 8,8x6
47458,"Ha ha. No, I don't. No, I don't. Alright, well, I am sore and obviously horrible at this, so- [texting on his phone]",Jim,Season 8,8x6
47460,[her text tones rings] Dwight stopped the device!,Pam,Season 8,8x6
47466,"They're not my favorite people in the world. I wouldn't even call them friends. They come over here, eat my pie, dig the crappiest horse grave you've ever seen. [pulls cap he previously discarded, out of the dirt] God, I'm gonna have to work with them forever, aren't I?",Dwight,Season 8,8x6
47468,"[hits ball, ricochets to groin] Ah! Classic, right? [Jim continues to rally poorly and falls down]",Jim,Season 8,8x6
47470,I'm alright.,Jim,Season 8,8x6
47472,Yep.,Jim,Season 8,8x6
47474,Yep. Ah. Oh. [and skinned elbow],Jim,Season 8,8x6
47476,Yeah. That does not feel good.,Jim,Season 8,8x6
47481,This could be real. Dwight's pretty handy with computers. He fixed my laptop once.,Pam,Season 8,8x6
47482,"Ok, he didn't fix it. The brightness level was all the way down.",Jim,Season 8,8x6
47483,You couldn't fix it.,Pam,Season 8,8x6
47484,I wasn't here that day.,Jim,Season 8,8x6
47485,Yes you were.,Pam,Season 8,8x6
47486,"No- Ok. Well, we'll talk about it later. Straussburg! I had a meeting in Straussburg and I dropped you off beforehand. I was wearing a tan shirt with stripes?",Jim,Season 8,8x6
47487,"I don't think so, babe.",Pam,Season 8,8x6
47488,"Ok, this is crazy.",Jim,Season 8,8x6
47489,"I have never played squash. But I have seen it in countless 80's movies and it seems like the most common mistake is that you serve too hard and hit yourself right in the squash balls. So, as long as I don't do that, I think I'll be alright.",Jim,Season 8,8x6
47491,[grunts] Good game. You are a worthy opponent. You wanna play one more?,Jim,Season 8,8x6
47493,No? Come on.,Jim,Season 8,8x6
47495,"Well, that is... because you didn't realize that... I was left-handed.",Jim,Season 8,8x6
47502,"Hey, Andy.",Dwight,Season 8,8x6
47504,"Maybe I could sit in on this one with you? You know, that way I can cover you in case you need to urinate or you just want another opinion, or defecate...",Dwight,Season 8,8x6
47506,Well I just thought with my new increased responsibilities and all...,Dwight,Season 8,8x6
47535,Andy I'm really sorry about your mother. My deepest condolences.,Dwight,Season 8,8x7
47552,Hey Cathy.,Pam,Season 8,8x7
47554,How's it going? Everything make sense?,Pam,Season 8,8x7
47556,Great.,Pam,Season 8,8x7
47558,"Oh no, I'm fine.",Pam,Season 8,8x7
47560,Ok [squeaking sound] Oh that was just me. Pregnant Pam. And I make sounds much worse than this.,Pam,Season 8,8x7
47561,Oh we know.,Dwight,Season 8,8x7
47562,I'm training a temp to be my replacement while I'm on maternity leave. Oh I should've mentioned I'm pregnant. You probably didn't notice because it's impossible to tell I'm so small. But yeah I'm pregnant. [another squeak] Oh come on!,Pam,Season 8,8x7
47564,Hmm. Doubt it.,Jim,Season 8,8x7
47566,You doubt it?,Pam,Season 8,8x7
47567,What's that?,Jim,Season 8,8x7
47568,Why do you doubt that she's single?,Pam,Season 8,8x7
47569,Honestly I have no idea. I just figured we'd save her from Ryan right?,Jim,Season 8,8x7
47581,It's going to be good to have someone hot at Pam's desk huh?,Pam,Season 8,8x7
47583,I'm kidding! Oh my gosh you guys! She's obviously super cute I get it. But I'd like to point out there's 50 pounds more of me to love if that's your thing.,Pam,Season 8,8x7
47586,Thank you. Really you guys thank you. Very sweet.,Pam,Season 8,8x7
47589,Really well thank you all.,Pam,Season 8,8x7
47593,Ok ok ok no no no. This is disgusting. You realize what you're saying? The hottest thing ever would be a 66 year old pregnant woman.,Dwight,Season 8,8x7
47595,No! There are universal biological standards of beauty and attraction. And you are purposefully celebrating the opposite of them to mollycoddle a pregnant woman.,Dwight,Season 8,8x7
47597,Yes you are. And another thing. Helen Mirren was born Helen Mironov. That's right. You're fake salivating over a Soviet era Russian.,Dwight,Season 8,8x7
47623,Hey.,Pam,Season 8,8x7
47624,Hey.,Jim,Season 8,8x7
47625,Helen Mirren. Hot?,Pam,Season 8,8x7
47626,Yeah. Super pretty.,Jim,Season 8,8x7
47627,Huh. What about Cathy?,Pam,Season 8,8x7
47628,The temp?,Jim,Season 8,8x7
47629,Yeah. Do you think she's hot?,Pam,Season 8,8x7
47630,Nope.,Jim,Season 8,8x7
47631,"I'm not asking if you're in to her. Just, objectively, do you find her attractive?",Pam,Season 8,8x7
47632,"And I'm telling you, I don't.",Jim,Season 8,8x7
47633,You don't find Cathy attractive?,Pam,Season 8,8x7
47634,"No, I don't.",Jim,Season 8,8x7
47635,"No, I'm not going to tell my nine-months-pregnant wife that I find her replacement objectively attractive. Just like I'm not going to tell my two-year-old daughter that violent video games are objectively more fun. It's true, but it doesn't help anybody.",Jim,Season 8,8x7
47636,Look at her. Even I want some fries with that shake.,Pam,Season 8,8x7
47637,"Okay. Uh, I don't. So are we good? [Jim leaves]",Jim,Season 8,8x7
47638,That's just absurd.,Dwight,Season 8,8x7
47639,"Yes, because she's hot, right?",Pam,Season 8,8x7
47640,"Her breasts are large, her waist is small, her reproductive health in ample evidence. And facial symmetry- come on.",Dwight,Season 8,8x7
47641,"The thing about pregnancy is people treat you differently. Like you're a kid almost. They lose all sense of boundaries. They start acting weird, telling you things that clearly aren't true. I know it sounds nuts, but I think Dwight is the only one who's telling me the truth.",Pam,Season 8,8x7
47642,"Dwight, am I hot right now?",Pam,Season 8,8x7
47643,"Why would I or anyone else think that you're hot right now? I can't impregnate you, and that's the driving force between male-female attraction.",Dwight,Season 8,8x7
47644,What about before? Was I attractive before?,Pam,Season 8,8x7
47645,"Meh... you were at your most attractive when you were 24 with a slight, gradual decline and a steep drop-off when you got pregnant for the first time. Gradual recovery and, uh, well now, obviously, you're at an all-time low.",Dwight,Season 8,8x7
47646,Hmm. I think Jim's lying to me about not being attracted to Cathy.,Pam,Season 8,8x7
47647,You think Jim's lying? [laughs] That's so cute. I know he's lying.,Dwight,Season 8,8x7
47648,Five bucks if you can get him to admit it.,Pam,Season 8,8x7
47649,Done. [Pam goes for a high five] I never touch a pregnant woman.,Dwight,Season 8,8x7
47650,"Yep, that's the Dwight I need.",Pam,Season 8,8x7
47651,"If we're going to work together, we need some ground rules.",Dwight,Season 8,8x7
47652,Okay.,Pam,Season 8,8x7
47653,Rule one: our only loyalty is to the truth.,Dwight,Season 8,8x7
47654,I think so. Okay.,Pam,Season 8,8x7
47655,Rule two: we stop at nothing.,Dwight,Season 8,8x7
47656,"Well, what does that... is that... okay.",Pam,Season 8,8x7
47657,Rule three: Don't fall in love.,Dwight,Season 8,8x7
47658,"Yep, good.",Pam,Season 8,8x7
47659,We're gonna bust this guy.,Dwight,Season 8,8x7
47660,Honesty is very important to me.,Pam,Season 8,8x7
47661,So important. And then we will destroy the man himself.,Dwight,Season 8,8x7
47662,Let's just see how we feel when we get there.,Pam,Season 8,8x7
47664,None taken. What do you got?,Dwight,Season 8,8x7
47666,Hmm.,Pam,Season 8,8x7
47685,"Hey, I was talking to Cathy. Turns out she is single.",Pam,Season 8,8x7
47686,"Oh, I stand corrected.",Jim,Season 8,8x7
47687,I thought it might be fun to set her up with someone. Any ideas?,Pam,Season 8,8x7
47688,"Oh, you know who might be good? Mike Tibbets.",Jim,Season 8,8x7
47689,"Mike Tibbets, really?",Pam,Season 8,8x7
47690,Mm-hmm.,Jim,Season 8,8x7
47692,Not his mom's car.,Jim,Season 8,8x7
47694,Touche?,Jim,Season 8,8x7
47696,"Kelly, calm down.",Pam,Season 8,8x7
47698,I don't think Jim cares about his hair.,Pam,Season 8,8x7
47700,I don't see what's so ugly about him. He's got the broad face of a brewer.,Dwight,Season 8,8x7
47701,Jim's on to me.,Pam,Season 8,8x7
47702,Hmm?,Dwight,Season 8,8x7
47703,"Yeah, Jim barely talks to Mike. We had to go through like two levels of friends to even find his profile. Jim picked someone just unattractive enough to shut me up without tipping it.",Pam,Season 8,8x7
47704,Just ugly enough to have deniability.,Dwight,Season 8,8x7
47705,Yep.,Pam,Season 8,8x7
47706,"Mike Tibbets is like the most boring-looking guy I know. So if that was for the matchmaker test, I think I'm in the clear. If that wasn't for the matchmaker test, then... Cathy, he's a really nice guy.",Jim,Season 8,8x7
47707,"Well, Jim may be lying with his words, but he can't lie with his body.",Dwight,Season 8,8x7
47709,"No, Kelly, don't.",Pam,Season 8,8x7
47710,"The male reveals attraction through unconscious and involuntary physical signs. The puffing of the chest, mirroring, increased blood flow to the crotch. I say we start there.",Dwight,Season 8,8x7
47712,With the crotch.,Dwight,Season 8,8x7
47714,Psst. We're not here. [slips Toblerone candy to Creed],Dwight,Season 8,8x7
47716,Exactly.,Dwight,Season 8,8x7
47718,"Okay, just shut it.",Dwight,Season 8,8x7
47719,Is he puffing out his chest?,Pam,Season 8,8x7
47720,I can't tell. It's unnaturally sunken. [Jim says something and Cathy laughs] Busted. He just was mirroring. Did you see that?,Dwight,Season 8,8x7
47721,No. Maybe he just said something funny.,Pam,Season 8,8x7
47722,"Jim has no discernible sense of humor, Pam. You should know that.",Dwight,Season 8,8x7
47723,I think he's just making her laugh.,Pam,Season 8,8x7
47724,Time for me to find out.,Dwight,Season 8,8x7
47725,Why's he making her laugh so much?,Pam,Season 8,8x7
47726,"Just going to walk over here- [fake trips] whoa, whoa, I'm slipping and falling! Oh, stumbling, I need something to grab on to! [grabs Jim's crotch]",Dwight,Season 8,8x7
47727,Dwight!,Jim,Season 8,8x7
47729,"I'm fine, I'm totally fine.",Dwight,Season 8,8x7
47730,Dwight! Dwight!,Jim,Season 8,8x7
47731,Yes? [Jim pushes Dwight's hands away] Wha- Jim.,Dwight,Season 8,8x7
47732,[to Cathy] Sorry about that.,Jim,Season 8,8x7
47733,"Aw, cramp, I'm just- [grabs Jim's crotch again]",Dwight,Season 8,8x7
47734,Dwight! [pushes Dwight's hands away] Why?,Jim,Season 8,8x7
47735,"I'm sorry, I fell down, Mr. Balance.",Dwight,Season 8,8x7
47736,Leave.,Jim,Season 8,8x7
47737,"[to Pam] Does your husband have very soft erections? Because if not, I just grabbed a very soft penis for nothing.",Dwight,Season 8,8x7
47738,Why was he making her laugh so much?,Pam,Season 8,8x7
47739,"Oh, hey, I'll just be a second.",Pam,Season 8,8x7
47741,Okay.,Pam,Season 8,8x7
47743,Mm-hmm?,Jim,Season 8,8x7
47745,[laughs] Told you.,Jim,Season 8,8x7
47747,"Oscar, Cathy has a question!",Pam,Season 8,8x7
47749,[to Jim] Yeah?,Pam,Season 8,8x7
47750,You okay?,Jim,Season 8,8x7
47751,Why won't you just admit that she's attractive? It's kind of annoying that you won't say it.,Pam,Season 8,8x7
47752,"Okay, what can I do to make you believe me?",Jim,Season 8,8x7
47753,"Well, Dwight had this idea, and I thought it was kind of crazy. But maybe that's where we are now.",Pam,Season 8,8x7
47754,"She called it crazy? Aw, man, that's insulting. All I did was propose a makeshift lie-detector test. Monitoring his blood pressure, pulse, perspiration, and breathing rate.",Dwight,Season 8,8x7
47755,"Yeah, its nuts. But I don't know what else to do.",Pam,Season 8,8x7
47756,And she called it nuts?,Dwight,Season 8,8x7
47767,Come on.,Dwight,Season 8,8x7
47768,Stop shoving me.,Jim,Season 8,8x7
47769,"[mocking] Stop shoving me. Stop grabbing my penis. Grow up. Take off your jacket and take a seat. When it lies, the human body exhibits many telltale signs.",Dwight,Season 8,8x7
47770,[to Pam] Really?,Jim,Season 8,8x7
47771,This could all go away if you just tell me the truth.,Pam,Season 8,8x7
47773,"Why don't you go check out the sympathy cards, old man? [to Jim] Now I'm going to ask you just a few simple questions. Wait for this to constrict. Here we go. Is your name Jim Halpert?",Dwight,Season 8,8x7
47774,Si.,Jim,Season 8,8x7
47775,"Wait, that's it? That's the question you're going to ask him?",Pam,Season 8,8x7
47776,We have to start with a baseline question to establish what the truth is.,Dwight,Season 8,8x7
47778,"[mimicking] Well, that's what they taught me in my 19th century kindergarten.",Dwight,Season 8,8x7
47779,"Okay, Dwight, come on. [to old man] You can go first.",Jim,Season 8,8x7
47781,"Jim, are you serious?",Dwight,Season 8,8x7
47782,"Oh, you know what? This reminds me, Cece needs a new toothbrush.",Jim,Season 8,8x7
47793,"[to old man] Okay, you're done.",Dwight,Season 8,8x7
47795,"Do you really, Tin Man? Okay, where were we?",Dwight,Season 8,8x7
47796,"No, I'm not worried. Because this lie isn't for me, it's for Pam. And when she gets her body back and her confidence back... yes, I will tell her the truth. That I had feelings for a co-worker today that I haven't had in years. But in my defense, he was grabbing my crotch fairly aggressively at the time.",Jim,Season 8,8x7
47797,Do you find Cathy Simms attractive?,Dwight,Season 8,8x7
47798,No.,Jim,Season 8,8x7
47799,"Yep, he's lying.",Dwight,Season 8,8x7
47800,"Ah, see, was that so hard?",Pam,Season 8,8x7
47801,I am not lying.,Jim,Season 8,8x7
47802,Really?,Pam,Season 8,8x7
47803,"Pam, are you really gonna listen to his stupid homemade test?",Jim,Season 8,8x7
47804,"I would listen to my homemade test, because your husband is definitely lying. In fact, he's lied about every question. Even his name. Who are you really?",Dwight,Season 8,8x7
47805,"Wait, what?",Pam,Season 8,8x7
47806,"Look at the numbers. Every single time, it's come up 150 over 100. Your husband is a pathological liar.",Dwight,Season 8,8x7
47807,"Jim, you have high blood pressure.",Pam,Season 8,8x7
47808,"Oh, he is definitely attracted to her.",Dwight,Season 8,8x7
47809,Doesn't your dad have high blood pressure?,Pam,Season 8,8x7
47810,"Yeah, but I don't smoke.",Jim,Season 8,8x7
